ID,Panel temperature ,Site temperature ,Light intensity,Wind speed ,Wind direction ,Power,narx,error,errorh
391,-13.37,-12.5,30,0,266,2.09326096,1.883592713,0.209668247,-0.121
393,-11.35,-12.2,47,0,279,2.364728112,1.792597508,0.572130604,-0.96682
395,-9.87,-12,61,0.7,281,2.687923703,2.001503636,0.686420067,-0.48796
396,-8.93,-12.2,66,1.1,278,3.44818394,2.404967413,1.043216527,-0.76191
399,-6.29,-10.9,82,0.6,280,4.122086666,3.177299142,0.944787524,0.10829
400,-4.48,-10.7,87,0,274,4.476084394,3.888354365,0.587730029,-0.28519
401,-3.35,-10.2,95,0,277,4.677102229,4.087442062,0.589660167,-0.03185
402,-2.52,-10,101,0.6,275,4.809004009,4.297934501,0.511069508,-0.50247
404,-0.87,-9.2,117,1,276,5.287250875,4.439958279,0.847292596,-0.10043
405,-0.64,-8.9,122,0.6,278,5.40474419,4.974189179,0.430555011,-0.22829
409,1.16,-7.4,145,0,279,5.899155688,5.11097896,0.788176728,-0.31176
411,2.14,-7.2,155,0,276,6.181797718,5.545440331,0.636357387,0.00832
412,2.08,-7.1,159,0,264,6.243951222,5.78329331,0.460657912,-0.24192
413,1.83,-6.9,164,0,281,6.466505779,5.809311889,0.65719389,-0.19141
414,2.01,-6.7,177,0.7,265,6.56259628,6.019486228,0.543110052,-0.38323
422,4.16,-4,222,1.3,283,7.336673119,6.164267068,1.172406051,-0.08231
423,4.26,-3.9,227,1.1,289,7.395290814,7.046293621,0.348997193,0.38592
424,4.78,-3.7,230,1,267,7.610949615,7.082732642,0.528216973,-0.29219
425,5.01,-3,240,0.7,274,7.719875309,7.235657471,0.484217838,0.11054
426,5.14,-2.8,248,1.8,284,7.818196116,7.284310974,0.533885142,-0.25998
427,5.14,-2.7,248,1.8,284,7.909750917,7.408128092,0.501622825,0.06439
429,5.83,-2.6,261,2.1,286,8.080550005,7.499095604,0.581454401,-0.30343
433,6.51,-2.6,278,2,287,8.401158243,7.713297382,0.687860861,0.18655
434,6.51,-2.5,281,1.5,278,8.446221914,8.044149163,0.402072751,-0.00869
435,6.7,-2.6,286,2.8,282,8.483728493,8.087646053,0.39608244,0.067
436,6.45,-2.4,286,3,285,8.553397502,8.136443533,0.416953969,-0.24375
438,6.62,-2.2,302,3.4,287,8.731875169,8.126373975,0.605501194,0.04965
440,6.62,-1.7,307,3,288,8.820484868,8.413377022,0.407107846,-0.07255
446,7.07,-1.3,328,1.8,270,9.114595403,8.524883219,0.589712184,0.03739
447,6.66,-1.1,329,1.2,336,9.226962163,8.843579858,0.383382305,0.14343
450,7.6,-0.7,340,2,277,9.270611382,9.014116354,0.256495028,-0.01942
452,7.53,-0.3,348,1,287,9.446661961,8.987863381,0.45879858,-0.09033
454,6.91,-0.5,352,2.6,328,9.491427293,9.191053421,0.300373872,0.05669
455,6.85,-0.5,356,3,285,9.55294102,9.115584583,0.437356437,-0.13025
456,6.93,-0.5,358,3.9,312,9.564394447,9.286461938,0.277932509,0.14479
460,7.76,0.2,363,1.7,273,9.598276261,9.313301227,0.284975034,-0.23726
462,8.39,0.5,365,1.3,296,9.626131986,9.254144764,0.371987222,0.06252
463,8.91,0.5,365,2.9,274,9.596904517,9.371214272,0.225690245,-0.25643
466,8.43,0.6,370,2,297,9.680810361,9.162560462,0.518249899,-0.06263
467,8.08,0.5,369,3,286,9.674792886,9.369189089,0.305603797,-0.06063
469,8.12,0.6,367,2,285,9.663497837,9.281909967,0.38158787,-0.03099
476,9.29,1.5,369,2.8,290,9.608355128,9.363086199,0.245268929,-0.08281
479,10.1,2.3,365,2,300,9.563027462,9.230094979,0.332932483,-0.14086
480,9.83,2.1,364,1.6,296,9.53703402,9.197775556,0.339258464,-0.10173
485,9.72,2.4,353,1.3,283,9.436871853,9.179970422,0.256901431,-0.10318
488,10.2,2.4,346,2.5,293,9.27801703,8.978280219,0.299736811,-0.25879
490,10.35,2.6,343,2.1,276,9.218867562,8.776823754,0.442043808,-0.22155
491,10.37,2.6,340,1.8,264,9.161993616,8.689265429,0.472728187,-0.08353
494,9.64,2.6,329,2.3,285,8.951435225,8.650956092,0.300479133,-0.10623
495,9.91,2.6,325,2.2,351,8.911025579,8.428173225,0.482852354,-0.15318
497,9.85,2.6,319,1.8,283,8.740558284,8.481552631,0.259005653,-0.01793
498,9.76,2.6,311,3.1,283,8.687701371,8.292579824,0.395121547,-0.2922
500,8.99,2.3,307,2.9,296,8.648090494,8.235316008,0.412774486,-0.10396
502,8.37,2.3,302,2.4,303,8.52274092,7.990260167,0.532480753,-0.21264
503,8.31,2.2,300,1.8,278,8.491842024,8.069488654,0.42235337,0.08396
504,8.01,2.5,293,2.7,282,8.361668884,7.993681191,0.367987693,-0.17993
505,7.85,2.3,285,3.7,324,8.285000782,7.836815484,0.448185298,-0.00567
506,7.68,2,278,2.5,355,8.204380458,7.785566205,0.418814253,-0.05459
508,7.81,2.3,277,3.2,312,8.074787754,7.841547475,0.233240279,0.08955
509,7.76,2.2,266,3.3,285,7.953761401,7.747301009,0.206460392,-0.29411
510,7.91,2.3,260,1.5,269,7.807098102,7.436007781,0.371090321,-0.28715
511,7.91,2.3,260,1.5,269,7.807098102,7.068283749,0.738814353,-0.38505
512,0.48,77.2,260,3.8,257,7.807098102,7.118503749,0.688594353,0.28747
513,7.97,2.3,246,1.5,306,7.640785799,7.344983219,0.29580258,-0.02406
515,8.37,2.5,241,2.5,278,7.496528387,6.991670895,0.504857492,0.06846
517,8.47,2.6,227,2.4,323,7.249446838,6.907507248,0.34193959,0.01945
518,8.01,2.1,224,2.3,328,7.256057925,6.872007451,0.384050474,0.03742
521,7.28,1.8,213,3.7,327,7.129758453,6.723562024,0.406196429,-0.00427
522,6.95,1.8,208,1.1,306,6.988674346,6.724863207,0.263811139,0.11571
523,6.85,2,200,2,309,6.732806111,6.397966411,0.3348397,-0.21641
524,6.87,2.1,190,2.7,296,6.657207002,6.138831312,0.51837569,0.01373
526,6.12,1.8,182,1.6,311,6.525520424,5.977703691,0.547816733,0.0403
527,6.03,1.8,182,1.1,311,6.342893317,5.989485541,0.353407776,0.29796
528,5.87,1.8,165,1.3,319,6.192124538,5.808237164,0.383887374,0.09804
532,5.89,2,138,1.8,329,5.650648719,5.615509163,0.035139556,0.33618
534,5.72,1.8,131,2,330,5.402910347,5.072672096,0.330238251,-0.32153
536,5.04,1.8,112,0,275,5.161963318,4.879211361,0.282751957,0.38188
537,5.1,1.8,108,1,296,4.967320354,4.379996454,0.5873239,-0.36043
540,5.33,1.6,88,0,306,4.621465317,4.295391664,0.326073653,1.66269
542,5.33,1.6,88,0,306,1.777304182,3.781310266,-2.004006084,-0.8837
546,5.08,1.3,13,1.1,283,3.590830366,1.811449138,1.779381228,-1.7068
547,4.66,1.1,11,2.1,294,3.354946503,2.155238155,1.199708348,1.20971
548,4.01,1.1,10,0.9,316,3.173637135,3.334712695,-0.16107556,0.54427
550,3.35,0.8,7,0.9,278,2.749658606,2.354828605,0.394830001,0.02089
551,3.1,0.7,6,1.6,295,2.591865796,2.206209185,0.385656611,1.37453
567,0.01,0.1,1,0.1,1,0.379993053,2.048135966,-1.668142913,0.49683
582,-15.62,-13.5,16,0,180,0.186003722,0.550246241,-0.364242519,-0.82594
583,-15.47,-13.4,17,0,191,0.197194494,0.640753988,-0.443559494,-0.33419
584,-15.33,-13.4,17,0,186,0.202493372,0.034434079,0.168059293,-0.78666
585,-15.18,-13.4,25,0,146,0.242498471,0.269600706,-0.027102235,-0.18843
586,-15.18,-13.4,25,0,146,0.251164677,0.079796846,0.171367831,-0.66315
587,-14.94,-13.5,22,0,146,0.268110103,0.062495612,0.205614491,-0.26377
589,-14.75,-13.4,34,0,104,0.350967696,0.036934689,0.314033007,-0.44185
592,0.36,12.7,34,0,104,0.426488851,0.234915042,0.191573809,-0.22043
596,-14.12,-12.9,42,0,138,0.425028893,-0.064563694,0.489592587,-0.31746
599,-13.6,-12.5,42,0,178,0.445574884,0.478382743,-0.032807859,0.14278
601,-13.33,-12.4,49,0,144,0.540193358,0.434866565,0.105326793,-0.69088
608,-11.31,-10.9,78,0,242,0.881776322,0.462891703,0.418884619,-0.05207
610,-10.94,-10.7,78,0,289,0.840965659,0.832241155,0.008724504,-0.36291
611,-10.72,-10.5,79,0.2,192,0.93812462,0.628263496,0.309861124,-0.31131
614,-9.99,-10,82,0.3,252,0.921025345,0.781765732,0.139259613,-0.34916
616,-9.58,-9.6,84,0,261,0.946784472,0.667932466,0.278852006,-0.50645
617,-9.12,-9.5,87,0,256,1.040278773,0.464968274,0.575310499,-0.40022
619,-8.54,-9.1,98,0,227,1.163949923,0.804590606,0.359359317,-0.09046
620,-8.39,-9,97,0,248,1.165889827,0.824139983,0.341749844,-0.3488
623,-7.5,-8.5,102,0,271,1.172153053,0.805597975,0.366555078,-0.19345
625,-7.08,-8.1,108,0,251,1.257601319,0.822031943,0.435569376,-0.34335
627,-6.77,-7.8,114,0,208,1.366950594,0.963535689,0.403414905,-0.08546
629,-6.23,-7.4,120,0,236,1.425034072,1.061117296,0.363916776,-0.32201
632,-5.43,-6.7,130,0,266,1.529275212,1.084462828,0.444812384,-0.11815
633,-5.08,-6.6,138,0,257,1.631887098,1.215872841,0.416014257,-0.28858
636,-3.98,-6.1,153,1.1,192,1.961832961,1.447921791,0.51391117,-0.01123
637,-3.87,-6.1,154,0.4,218,2.020648295,1.762764526,0.257883769,-0.149
640,-3.39,-5.8,165,0,192,2.216467927,1.777412837,0.43905509,-0.24348
643,-2.81,-5.3,178,1.3,192,2.523817561,1.906521597,0.617295964,-0.04689
648,-1.6,-4.5,177,1.1,196,2.48718797,2.390821296,0.096366674,0.24307
649,-1.58,-4.2,178,1,279,2.368588725,2.277898064,0.090690661,-0.67481
652,-0.69,-3.7,234,3.3,178,3.340646765,2.394726795,0.94591997,-0.20157
653,-0.54,-3.6,229,1.8,216,3.671405887,3.35402782,0.317378067,0.10662
656,1.2,-3.1,253,1.9,210,4.335901011,3.712101901,0.62379911,-0.35896
658,2.07,-2.9,270,1.5,187,5.00411089,4.046136183,0.957974707,0.39469
661,3.2,-2.8,250,2.2,263,4.686468194,4.704472579,-0.018004385,0.61381
662,2.95,-2.6,248,1.4,208,4.522995664,4.48500181,0.037993854,-0.18779
663,3.06,-2.4,257,1.5,183,4.591982613,4.248109206,0.343873407,0.05955
664,3.43,-2.5,236,1.8,234,4.703904772,4.467933969,0.235970803,0.15099
665,3.37,-2.5,227,2.1,281,3.958677989,4.175571737,-0.216893748,0.13423
669,2.24,-2.5,238,2.7,201,3.985006413,3.916113157,0.068893256,-0.55279
670,2.08,-2.6,238,1.8,236,4.165748217,3.914330152,0.251418065,-0.26601
672,2.68,-2.3,285,2.5,202,4.843369985,4.051022422,0.792347563,-0.52795
676,3.43,-2,254,2.5,264,4.838521488,4.533265398,0.30525609,0.70458
679,3.26,-1.9,249,2.9,226,4.405681682,4.57397049,-0.168288808,-1.07577
683,4.33,-1.3,271,3.6,211,5.86571781,4.218865831,1.646851979,-0.20977
685,5.81,-0.9,346,1.6,226,6.620184402,5.360440274,1.259744128,0.33302
686,6.24,-0.9,328,2.4,227,7.554612761,6.36863819,1.185974571,2.44071
692,5.41,-1,216,1.7,207,4.435928788,6.874346879,-2.438418091,1.01978
694,5.2,-0.8,252,1.6,201,4.740045571,4.523817896,0.216227675,-0.97471
696,4.97,-1.2,176,2.6,206,3.931207098,4.606893969,-0.675686871,0.72514
697,4.05,-1.3,165,2,187,3.360134393,3.576020587,-0.215886194,-0.9728
698,3.62,-1.2,193,2.1,186,3.089789934,3.103310246,-0.013520312,0.23077
701,2.53,-1.2,179,1.4,206,3.020054099,3.056517881,-0.036463782,-0.71719
702,2.39,-1.4,167,2.3,255,3.154043454,2.824658917,0.329384537,0.42715
706,1.87,-1.3,126,2.4,257,2.327123444,2.996632398,-0.669508954,-0.17026
707,1.7,-1.3,124,3.1,245,1.987839394,2.087853356,-0.100013962,-0.47975
709,1.14,-1.3,118,1.8,228,1.85714494,1.894701943,-0.037557003,-0.37551
712,0.14,-1.5,103,2.8,270,1.41570469,1.622128541,-0.206423851,-0.38496
715,-0.31,-1.6,94,1.8,270,1.462767263,1.290494152,0.172273111,-0.82781
717,-0.71,-1.7,93,2.8,253,1.528343243,1.142240703,0.38610254,-0.22256
718,-0.62,-1.7,94,2,240,1.615872802,1.399538216,0.216334586,-0.4416
